"b""@Futuristicblog @50cent all he does is attack black men. He hates himself and he doesn't even know it #coon""",1
b'See you GF week #mkr for the real stuff #boring #imdone',0
b'RT @srhbutts: so uh. the creator of one of the #gamergate websites is.... arguing that we should make rape legal. http://t.co/xHRbPFkUXP',0
b'watced movie bout obama bein president called rise of the planet of the apes just nwo @Oprah @BillCosby @TheOGKooLAiD @KimKardashian #coon',1
"b'Katie &amp; Nikkie are ""pretty"" gutsy #MKR #mkr @mykitchenrules'",0
"b""@ThelmaSleaze uh... did you watch the video? one of the women talked about how it's assumed she's angry because she's latina.""",1
"b'@juliaferraioli purchased from sock dreams, sadly. :P'",0
"b""@ANN_Lynzee it doesn't make it easier to deal with. putting it aside is what i have to stick with. it sucks.""",0
"b'Get on my level, son! #funrun2 #Pepcman #coon #YOMAMA http://t.co/iaCVwtNDcX'",1
b'@ahtweet yup. i went in the water.',0
"b""Dude is kind of scary and overly focused. Isn't he the one that threatened to doxx us if we didn't pay him a certain amount every month?""",0
"b""@a_man_in_black i took a bunch of screencaps of the harassment the conf i was speaking at received from them. that's going to be fun.""",0
"b'Someone that will be like, ""Randi, put down the toffee. You\'re going to get a stomach ache.""\n\nI have a stomach ache.'",1
"b""Twitter rant time. Mute me if you don't want to hear it.""",0
b'A new low for extremist #Qatari @AJArabic . Iran is behind terror attack on Shia #Arab mosque in #Qatif http://t.co/XgVcN62i0R @StateDept',1
"b'@tysonpickler are you under the impression that calling a stranger a ""feminazi"" is going to help spread your message?'",0
b'I guess the police have a history with this person repeatedly losing their dogs or something? Something bad has them very unhappy.',0
"b'@mosqeptiq @hale_razor if she picks @SenWarren to be her VP, I will take comfort in the collective implosion of feminazi vaginas everywhere.'",0
b'#bagheera #Maine #coon #black #cat #gatto #gato #chat https://t.co/9ZlSsGCYiU',1
"b""@nat_com1 @Feminazi_Front No. However, we do have unequal biology. I'm not the one who thinks its worth complaining about.""",0
"b'""kelly, i\'m really disappointed in you"" - can disappointed wadhwa be a meme?'",0
"b""@sibbysoyabean isn't everyone?""",0
b'@TVBachelor @NewJerzeyBoy  what about the feminazi and the isis member?',1
b'@Alan_Au yay! thank you! @sarahjeong I MISSED YOU AND I WORRIED.',0
"b""WTF....#mkr the girls used bought sorbet amd that was the standout!!?? Shouldn't they be disqualified? ??""",0
b'RT @ShawnaB_Me: Can we re-retire the word #Coon',1
b'RT @StephenAtWar: The first thing an abuser will tell you about threats- stay quiet about them. http://t.co/H0ksEXZ9Xw',0
b'RT @jcmanous: http://t.co/1F7UXmijl2 @freebsdgirl',0
"b""@voretaq7 i didn't read much content, just enough to see that he's getting a lot of notifications. i ignore FYGM girls.""",0
b'New #MKR format is 20Twenty... 20 teams in twenty years #snoozeyoulose',0
b'Back in Yolo county awww yisssss',0
"b'@didlix @WhyGamerHQ sure! Shoot me an email, randi@randi.io'",0
"b'@GearCraftus uh. ""get her side"" by sending a mob against her. i\'ve been watching her get threatened. this isn\'t helping.'",0
b'Twitter is more likely to act on threats to come to your house than they are someone handing out the address. http://t.co/rEJ1NXfObD',0
b'@TheDoubleclicks @drgrrlfriend squeeeee :P',0
"b""don't try to turn this into an immigration issue. we could care less where he's from. we don't want him to speak for us. @triggerasaurus""",1
b'@carolinesinders @herecomesfran *hugs*',0
b'#Sprint is #Hiring! #Retail #Sales #Associate #Job in #Coon Rapids #MN  Apply now! http://t.co/0ISep8dx84',1
"b'FYGM = fuck you, got mine. @BlankBBS'",0
"b'@SwarajyaMag #GermanProfessor gives meaning to term FemiNazi.Doesn\'t hire ""Indian Men"" bcz of ""Indias\'s Rape Problem""\nhttp://t.co/zyvMzmeEA6'",1
b'@strictmachine hahahahaha',0
"b""@TheRealDrMcCoy @KosmoATD @lilithsaintcrow it bugged me a lot. i didn't realize why until i read that article.""",0
b'They warned me Australians were racist. Who knew they were this bad!! #wtf #coles #coon\xe2\x80\xa6 https://t.co/tMgTG8hD5J',1
"b""@girlziplocked @DoubleUnionSF I have... a whiteboard. And a mental list that I run through several times a day. I don't know PM stuff yet.""",0
"b""Someone sent me a pgp encrypted message and they don't have keybase. sigh. i am in windows. this stuff isn't set up. :P""",0
b'@TheBlackVoice @TheRoot This is a surprise? #uncletom #coon #coonery #housenigga',1
"b""263 miles... When I get home, I'm watching twister. http://t.co/ZrMmH6EeEG""",0
"b""@lilmissagitated @NotAllBhas meanwhile I'm all http://t.co/DHlRpMDC0C""",0
b'@sigje too late :P',0
b'#Israel\xe2\x80\x99s #Avigdor #Lieberman calls for #beheading of #Arab Israelis  \n#ISIS #Qaeda #Nusra #Takfiri #Terror\nhttp://t.co/VyZeWBzBuF',1
b'@Palle_Hoffstein @ashleylynch @CranBoonitz glad that your job is safe. :)',0
b'*Beyond* angry right now.\n\nBut not even surprised.',0
b'@ChrisWarcraft [ i am doing this to make the @yoapp people happy ]',0
"b'Company profile CLAY COUNTY AKC COON HUNTERS CLUB, INC. - http://t.co/kXadsg15Jb  #CLAY #COUNTY #AKC #COON #HUNTERS #CLUB, #INC.'",1
b'@starbreiz we are partnered with them. We are the technology side of things ;)',0
"b'After years of service, my naga may be dying. sighhhh.'",0
b'#isis #isil #terror #terrorism #terrorist #terrorists #israel #islam #islamic #zion #zionist #arab https://t.co/T5Aqhn10TS',1
"b""@AlanNRembosDDS  As a mom of daughters, I'm asking if U would call them 'sluts, sexretary or FemiNAZI'? Rush does &amp; you pay for it #stoprush""",0
"b'@Lithobolos @Foxxi_Love Feminazi Scum much? Besides I love women, feminists are not real women though.'",0
"b'@SFtheWolf @max2000warlord people confuse empathy with being scared, and that says more about them than anything.'",1
b'@JLPtalk You are one of my early frontrunners for #Coon of the Year... but look out... Ben Carson is looking strong as well.',1
"b""Here's another woman thanking you. I haven't seen the ep yet, but I've heard good things. Thank you. @warrenleightTV""",0
b'@ANN_Lynzee the thing i fight with is when i see minorities mob signing off on the exact behavior they know is terrible.',1
"b""@disconairobi it's a rough life.""",0
"b""Can't even make your own chicken stock... #MKR""",0
b'Sometimes my mom says such stupid shit that I have to remind myself that I protected her from knowing about much of the horrible stuff.',0
b'@TipsySkunk @vickstar14 @Robfromtaroona @wildharry33 @Scruffbucket @tiwigirl Are there no scruples left @ #coon #votewithyourwallet',1
"b'Feminism! Fighting for equality in the workplace....well, kinda..... #WomenAgainstFeminism #GamerGate #MalePrivilege http://t.co/Yno48i6xfd'",0
"b""OK, look. Someone is messaging me on something. I hear the ding. I don't know which account, which service, which computer. Uh. DM me.""",0
b'@SJWreptilian i think people should care less about their opinion. the only people listening to GG are GG.',0
b'RT @ChrisWarcraft: I would rather lose 100k followers by standing up for others in a bad position than gain 100 by keeping my mouth shut fo\xe2\x80\xa6',1
"b""@mattjbaldo that's never a problem.""",0
"b'Unfortunately, a positive experience doesn\'t cancel out a negative. And playing the ""cool girl"" game isn\'t a good look for anyone.'",0
b'@Arlen weird. i have an address on my account. not sure if i need to add that to my wishlist or not.',0
b'#BlameOneNotAll http://t.co/fPZvjSybFf',0
b'@tpw_rules I can prove that my code is in FreeBSD. And there are articles that state that FreeBSD is running on the PS3 and PS4.',0
b'RT @Ostrov_A: Another #Arab car ramming terror attack in #Jerusalem #Israel. Will #Obama Adm call this random traffic infringement? http://\xe2\x80\xa6',1
"b""@adam_smasher @celiadeeter lol, as they should. GG is a hate group. Ghazi isn't for them.""",0
"b'@Loquori yes. although my funds are rather limited, so trying to find someone that has a spare. &gt;.&gt;'",0
"b""ugh. no. I am finally dealing with imposter syndrome. This is not a thing that I'm used to having to manage. crap.""",0
b'I order #Asian food about as well as the guy taking my order can drive. #notverygood',1
"b""@sschinke @TsundereRager previous versions of ebooks_example (code using twitter_ebooks) wouldn't reply to *_ebooks accounts.""",0
"b""@saucypickles @avatastic wouldn't that depend on lang? ;)""",0
"b""@coil780 my review got downvotes because GamerGate dogpiled. But @wadhwa knows this. Heck, he's friends with Nero.""",1
"b""@a_man_in_black I think I'm going to push it to people outside of safety so we can get some better promotion reviews.""",0
b'Another #Arab car #terror attack in #Jerusalem #Israel. Will #Obama call it random traffic infringement? http://t.co/XrxajfBXKF   @Ostrov_A',1
b'Lord save me from the hurt feelings of men in tech whose ideas have been challenged.',0
"b""@krainboltgreene didn't mention your name. i call out behavior, not people. &lt;3""",0
"b""@TheRealVordox I'm not linking doxx.""",0
"b""Important to note in ALL of these stats, my 'before' is taken from a large timespan. 'after' has been the past 12 h, typically a slow time.""",0
"b""Waiting for outrage. You'll see.""",0
"b'@cthagod ---&gt; PERFECT EXAMPLE OF A COON. #STILL can\'t get over the ""white nubian goddess"" comment.... FOH!!!! #COON Let\'s talk about that!'",1
"b""RT @AngryBlackLady: States should not let unvaccinated crumb-snatchers into schools. And the best part? It's legal if they don't. http://t.\xe2\x80\xa6""",0
"b'@GregTheTerrible In web, yes. Clients other than web immediately delete tweets.'",0
"b""@kuuuramantoonis @InvisibleJimBSH OK, then, feminazi scum, patriarchy ain't real, wage gap is bullshit.. Am I getting through? lol.""",0
b'@Devinregan3 dude yours was the worst #coon',1
b'@JimmyGeekPA he answers to fuckhead. He is not that smart.',0
b'@TheDaveCA http://t.co/4I4S1dYgGG',0
b'FYGM is keeping the status quo so you can feel some kind of superiority over the women that opted not to put up with the abuse.',0
b'@Zython86 ah hah.',0
"b""@freebsdglrI awww. someone's mad. &lt;3""",1
"b'\xe2\x80\x9c@UberFacts: KFC Japan has created a fried chicken keyboard, mouse, and USB drive.\xe2\x80\x9d #asian @TomCatKiefer'",1
"b'Seriously though, that promoted Tweet is the funniest shit ever.'",0
b'@netcrusher88 given that who knows what all factors are taken into account',0
"b'""these are women not on social media. these are women not like the ones you are interviewing."" - because women on social media aren\'t real.'",0
"b'RT @blakestacey: zomg. new response to being called a ""feminazi"": ""dude. femshevik.""'",0
b'RT @Lunchaballin: HOT SINGLES ARE IN YOUR AREA\n&gt;go west\n\nTHE HOT SINGLES ARE CIRCLING\n&gt;go south\n\nTHE HOT SINGLES CAN SMELL YOUR FEAR\n&gt;go so\xe2\x80\xa6',0
b'@erinjmccarty YUP. Clemson Uni.',0
b'@funkflex you coon ass nigga\n#FuckBoy\n#Coon\n#StraightPussy\n#ScaredOfTheMedia',1
b'Setting up DNS and mail forwards and twitter accounts and analytics and trying to do my eye makeup at the same time why is life so hard',0
b'I\xe2\x80\x99m laughing because the Photoshopped signs in the #BlameOneNotAll campaign look like they were written by an Indian Content farm.',1
b'@harper i have the best shoe game.',0
"b""I'll give it at other venues as well but have a nominal speaker fee to cover my time/travel/lodging.""",0
"b""@drakino lots more to come, i'm sure. :)""",0
b'RT @loveucats: \xf0\x9f\x98\x98\xf0\x9f\x98\xbb#cat  #mainecoon  #cute  #kitten  #best_cats  #coon  #relax  #meow  #funny  #fun  #tiger\xe2\x80\xa6 http://t.co/M9K1gElGXR http://t.\xe2\x80\xa6',1
"b""I suspect she doesn't know about either connection. But it's the site she's posting to, lol.""",0
"b""@Trigger_Check rather entertained that he sees his not getting threats as proof of... anything. he's a dude. dudes don't get as many.""",0
b'RT @BigCouzsRevenge: @DCHiCO23 #TommySotomayor is a suicidal self hating #coon who wanted to kill himself when his white woman dumped him',1
b'@encthenet the ring made me think of hackers when I bought it :)',0
"b'RT @metroadlib: at one point, a kid called my name for a point of clarity--\nthe point of clarity?\n\n""is feminazi an actual word with a denot\xe2\x80\xa6'",0
b'RT @judahsister: The Israelites:   Israel Is A #Coon-Free Zone!!!: http://t.co/eKZipORgkm #Israelites #israelunitedinchrist #blacktwitter #\xe2\x80\xa6',1
"b""@salarta @sschinke @jsigj sorry. &gt;.&gt; it's so hard to tell and there's so much that after a while, i stopped looking at timelines.""",0
"b""@Iipkloss I don't have a sister either, but you're just another disgusting feminazi bitch, so we cool""",0
b'#coon alert! #morningjoe',1
b'@sjh_canada every 100th.',0
"b""@Amb_MSteiner #GermanProfessor gives meaning to term FemiNazi.Doesn't hire Indian Men bcz of Indias's Rape Problem.\nhttp://t.co/zyvMzmeEA6 \xe2\x80\xa6""",1
"b'#feminists that call themselves ""feminists"" yet are racist or homophobic, can you fuck right off please, bye #feminazi'",0
b'#DIAMOND IS DEFINITELY #MONA TOP #COON #EXPLOITEE THIS SEASON.  #MIMI IS PRAISING GOD THIS IS AIRING BEFORE #LHHATL SHE NEEDED THIS #LHHNY',1
"b'@thesledgetobias @belledejour_uk @Maggie_McNeill Yeah, who the fuck is Dr Brooke Magnanti?! Probably some kind of man-hating feminazi.'",0
"b""@GlennF @Spacekatgal he's regurgitating the same ideas that people have had before. they were bad then, shockingly, still bad now.""",0
b'#Events #Event - Interior Ministry launches major anti-terror exercise -\xe2\x80\xa6 http://t.co/QbPQd8R4F4 #arab #arabs #islam http://t.co/AJgvxMaF0b',1
"b'Today, I am happy to announce the Online Abuse Prevention Initiative, created with @TheQuinnspiracy, @alexlifschitz, &amp; @SheriRubin.'",0
"b'RT @txvoodoo: Oh my RT @JFKLibrary: In a telegram, #LeonardNimoy pleads with JFK for a safer planet. http://t.co/ohOD9lt2vU'",0
"b""#sellout #coon #pawn this is why I don't fuck with this punk nigga. He protect the beast. He ain't a\xe2\x80\xa6 https://t.co/93PiCUSm3r""",1
b'when you find a thing you wish you had never ever ever ever ever ever ever found.\n\nhttp://t.co/TiqoUSR0PT\n\nfuck.',0
b'lol sitting next to zynga management.',0
"b""except it's not the best looking instant restaurant.. It looks like two 13 year olds put it together #mkr""",0
b'Twitter makes me laugh....Better than the series ;)))))) Very funny \xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f  #MKR',0
"b'This whole Harper Lee thing kind of grosses me out. So, her sister died, and it sounds like everybody is taking advantage of her.'",0
"b""@cheeseplus just don't put that shit in the cloud""",0
b'RT @AliAlAhmed_en: A new low for extremist #Qatari @AJArabic . Iran is behind terror attack on Shia #Arab mosque in #Qatif http://t.co/XgVc\xe2\x80\xa6',1
"b""I have no idea why this isn't already a thing. It's not like there aren't console mp3 playing apps.""",0
"b""@a_man_in_black it's hard to not have those feelings sometimes. maybe step back/break for the night? or do what i do, use it as motivation.""",0
b'We in Vegas b$&amp;@?es  LOL wit my #ace #boon #coon @tyrone_j_rb for his BIRTHDAY!! Won $60 first night\xe2\x80\xa6 https://t.co/TWKMiyO9dH',1
"b""It's voil\xc3\xa1, not walla #mkr""",0
"b""Um hey truth as a black man in a company that has had past incident with racism, don't say ur going to pick anything #coon""",1
b'@coopatropp randi@randi.io',0
b'@tarah @girlziplocked @hypatiadotca @justkelly_ok @ameliagreenhall still a sellout. still unacceptable and disgusting.',0
b'STAY OFF MY PAGE #COON http://t.co/18hQcYLENw',1
b'Gosh golly how dare she respond @Potatottamus @ProfessorF @chrisvcsefalvay',0
b'@ANDAASONSAN https://t.co/dtjOHnRNhQ',0
"b""@Taurmaurils I'd have to search \xf0\x9f\x90\x8a""",0
"b""WHO SAID GOON'S DON'T EXIST? TELL THAT TO THE BLK MEN WHO LOSE THEIR LIVES DAILY TO OTHER BLK MEN. #COON-LUMINATI http://t.co/6Ai8lZXUBA""",1
b'@freebsdgirl and of course i meant reign of kings. too much MRA garbage always coming at me. :P',0
"b""Why do #Blacks #Coon on television or the movies? http://t.co/je4HUxhMEt If they don't...they won't work they won't make money...""",1
"b'Why are we letting them just take advantage of this little old lady, whom by many accounts is senile?'",0
b'@leel8on indeed. although the police were fairly nice. :)',0
b'@Keltounet http://t.co/g7w5b4uSbW',0
b'That Moment When A Female Call You A #Coon .. With A Head Full Of F\xce\xbc\xc2\xa9k\xc2\xa1N #Weave \xf3\xbe\x8c\xad\xf3\xbe\x8c\xad\xf3\xbe\x8c\xad',1
"b'@holinka if you are, i may try to locate you for another hug.'",0
"b'RT @GodBlessIsrael: #ISRAEL FOREVER BLOG/ Terror attack in #Jerusalem injures seven, #terrorist shot - http://t.co/sWeYLcUJSi - #ARAB'",1
"b""@momsydaisy i've never tried timehop. nope nope nope""",0
"b'#ISRAEL FOREVER BLOG/ Terror attack in #Jerusalem injures seven, #terrorist shot - http://t.co/sWeYLcUJSi - #ARAB'",1
b'This is the best account. http://t.co/FIO7cnlVnj',0
"b""@LazerCrazy there's a lot i don't know, and i'm not comfortable with the idea of talking out of my butt. i have to research everything.""",0
"b'Company profile NKC COON HUNTING, INCORPORATED - http://t.co/YK1TMdLgTj  #NKC #COON #HUNTING, #INCORPORATED'",1
b'Hanging out in the Dice lounge at #developerweek if anyone wants to stop by and say hi. ;)',0
"b'@BasicMountain er, too.'",0
b'@ksorbs \xf0\x9f\x98\x82\xf0\x9f\x98\x86\xf0\x9f\x98\x82 #classic #coon... As pawpaw would DO \xf0\x9f\x99\x8a YEP I went there. #momentsimissthatoldmanofhonor #hilariousfamilymemories',1
"b'the puppy is trying to hump leo and leo is just like ""EXCUSE ME"" and now i have a 60 lb lapdog.'",0
b'\xe2\x80\x9c@Johnny_Blaz3: #coon http://t.co/zI77Bki3nO\xe2\x80\x9d dying',1
"b""@chilblane yay. i went last year and had to make new friends. i hate making new friends. i didn't know anyone else going.""",0
"b'@mcmahoniel unfortunately, no. text filters are too high-risk.'",0
"b'&lt;tsui-ji&gt; gyl: go into #asian and tell em you are white, have muscles and drive a nice car and mad chicks will msg you'",1
"b""Chivalry is now sexist...I've heard it all now!\n#Feminazi's gone wild! Smh!\xf0\x9f\x98\x92\n#KellyFile #Hannity #TCOT""",0
"b'@cheeseplus &lt;3 &lt;3 &lt;3 srsly tho, powering down my massive redis dbs will save me so much money, heh.'",0
"b'Frankly, I have more legal and tech resources than a hashtag. Plese go spew your hate group propaganda elsewhere. @PendragonTarot'",0
b'RT @heritageimpex: Another #Arab car #terror attack in #Jerusalem #Israel. Will #Obama call it random traffic infringement? http://t.co/Xrx\xe2\x80\xa6',1
b'@DrReneeObey @GravityDynamic @rushlimbaugh He invented the  word feminazi I believe.',0
"b""@dylanw fwiw, wasn't meant as a dig. i didn't know this until a few months ago when it was pointed out to me.""",0
b'@davidsgallant thursday would be even better. ^.^',0
"b'DYING AT THE ANSWERS. ""How do I become less intimidating to men?"" http://t.co/LSX1G7GErN'",0
"b""@Xander756 To sum it up. I hate twitter. But only reason to come on is to try and get SJW's/feminazi's to think about the things they say.""",1
b'#Events #Event - Suspected terror attack in Jerusalem after\xe2\x80\xa6 http://t.co/zUXRgvEhMe #arab #arabs #islam http://t.co/WnJytMAlma',1
"b""@Charmieos @PendragonTarot *We* can't take any action other than offering advice and assistance. Person targeted has to report it to police.""",0
b'@InfiniteClock the real work is just getting started. ^.^',0
"b""@MoerasGrizzly the sourcelist is now dynamically generated. it's not that different from the github list, though. :)""",1
"b""@pr1ntf i've been here years, only ever felt 2 earthquakes.""",0
b'It is fitting that we are now seeing these strong women speaking out and trying to fix problems that others are uncertain of how to tackle.',0
b'@_ssailormoon @_bad_dream sailor feminazi',0
"b'@BrownBagPantry I get your frustrations. Really, I do. I deal with the same stuff every day on my own account.'",1
b'@Cactus_Soup90 difficult to write those with current limitations of developer policy.',0
b'@ChrisWarcraft i have never seen a single indication that roguestar is in any way technically competent.',0
b'#BlameOneNotAll campaign draws both criticism &amp; praise. http://t.co/ka2qC2L85D http://t.co/hHtBIhkrjc',0
b'@ThisGuy_Trey I am begging them to never give him a mic again. #Coon',1
"b""@Transition it was near the ramen! but i just found it on amazon, though it's a bit more expensive there: http://t.co/JxJB8mHwtR""",0
"b'@ChrisWarcraft hah, and i get worried when *i* do it. perspective.'",0
b'Managed to hit a bird and a small rodent on my drive to Huxley this evening #Oops #Asian #Female #Teen #TripleThreat',1
b'@BajaLime @BeerGynt @bidetofevil will def be getting back to this though. i think salesforce will be a good idea for us.',0
"b""Hey @rosemcgowan why not fight a real enemy like islams treatment of women? Oh that's right ,would require a spine. Talentless twat feminazi""",1
b'@chilblane @devslashzero IS TOO',0
b'@Professor_D i did LE at prime. I only ever did prime. :P',0
b'@VexingVision i honestly have no idea how i am managing this. it is surprising.',0
"b""I'm not worried about a bitch that live with her mother you can't even get a place in your name you got rules stay in a child's place #COON""",1
"b""Oh, sweetie. I don't do passive aggressive. I'm aggressive aggressive. http://t.co/lge7WMbCdW""",0
"b""I would really love to play Witcher 3. I still might, I'm not sure. But it's less appealing because oh yay, grizzled old white dude.""",0
b'I truly wish that ALL of these #coon ass fake reality AND TV shows depicting blacks as ignorant\xe2\x80\xa6 https://t.co/ccHX1Tp6am',1
b'@MetaCookbook @Jenny_Trout it is very appreciated. thank you. :)',0
"b""@KirinDave i don't pve.""",0
"b'Those kids will never learn that every time they do something to harass me like this, more people learn about my work to stop harassment.'",0
"b'#GermanProfessor gives meaning to term FemiNazi.Doesn\'t hire ""Indian Men"" bcz of ""Indias\'s Rape Problem""\nhttp://t.co/zyvMzmeEA6\n@TarekFatah'",1
b'@HPluckrose @Feminazi_Front Nature provided man &amp; women with exactly (average) the degree of strength etc that each requires',0
b'RT @SavedYouAClick: be the change you wish to see in the world http://t.co/9HJT2it7S1',0
b'#Arab Man Arrested Trying To Enter Same #Nuclear Facility Warned: http://t.co/PQtv6yBmue Islamic_Terror_Bomb_Waiting_To_Go_Off.php',1
b'@jasonbentley not me :) no hat',0
b'@CassandraB Why am I buying this right now?',0
b'@neekroh Your picture creeps me the fuck out. #Coon xD',1
b'@basvandewiel paypal@freebsdgirl.com &lt;3',0
"b'@0xjared @Zython86 @m_m_myers @ChrisWarcraft a lot of us are like ""FUCK EVERYTHING, I\'M GONNA YELL"" - but families are still vulnerable'",0
b'baby you can drive my car http://t.co/CyhEMc8aVy #asian #juicyasian #sex #nsfw #adult #xxx',1
"b""@chilblane i'm just fast""",0
"b'#stopgamergate https://t.co/9ImWLPMpB9 ""Anita Sarkeesian Is A Feminazi"" because... uh... communism?'",0
b'#Coon style #supercoon he said I work with some funny folks #coonstyle @Kettstyles71 https://t.co/shAENr6vFy',1
b'all of these quotes are from @wadhwa on @tldr.',0
"b'@DennisCEarl :P  OAPI. coverage in wsj, venturebeat, more. good mention here. http://t.co/UmdK2gubtg'",0
b'#beachbodyready http://t.co/nTAnxTG50h',1
b'guys. calm down. it was a joke.',0
b'RT @HelpIamaCabbage: @freebsdgirl People are spending money to try to get you temporarily suspended from twitter?  That may be the most was\xe2\x80\xa6',0
"b""RT @Lavender_Blume: If you're a man applauding #BlameOneNotAll, you need to look in the mirror. YOU are the problem.""",0
b'Headed out #coon #hunting with some friends on the back of the #farm. This is his first time. Kinda\xe2\x80\xa6 https://t.co/vDofdeemhY',1
"b""@CafeChatNoir i think it's because i'm too tired to have feelings.""",0
b'watching the HT #BlameOneNotAll with 1st world feminists dictate to india how to live&amp;think this feminist imperialism must stop',0
b'\xe2\x80\x9c@EW: #EWCommunity rates #coon #glee @EmpireFOX: http://t.co/mH9yWfRNkK http://t.co/6QvRKyDiFX\xe2\x80\x9d',1
"b""Shoutout to the time when someone forked #ggautoblocker, made changes, and gamergate thought I did it because they didn't understand github.""",0
"b""It's been several years since I've contributed code. This was due to a conflict with an employer. I *asked* for my commit bit to be retired.""",0
"b""This was in 2013 I didn't know bout it..Russell Simmons put out this garbage..fuck that #coon knew he\xe2\x80\xa6 https://t.co/GZYG5GYRXb""",1
